City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
359,Jiayuguan,39.82,98.3,76.32,31,55,3.06,CN,broken clouds
360,Zeya,53.75,127.27,54.72,74,98,3.91,RU,overcast clouds
361,Abonnema,4.71,6.79,76.69,70,100,8.25,NG,overcast clouds
362,Inhambane,-23.86,35.38,69.8,73,0,6.93,MZ,clear sky
363,Orange Cove,36.62,-119.31,72.0,60,1,3.67,US,clear sky
364,Mouzouras,35.53,24.15,80.6,78,20,16.11,GR,few clouds
365,Alihe,50.57,123.72,56.16,86,99,2.08,CN,overcast clouds
366,Havre-Saint-Pierre,50.23,-63.6,66.2,68,1,23.04,CA,clear sky
367,Neuquen,-38.95,-68.06,53.6,46,24,5.82,AR,few clouds
368,Sabha,27.04,14.43,93.81,11,0,5.21,LY,clear sky
369,Piltene,57.22,21.67,68.0,72,0,10.29,LV,clear sky
370,Kilindoni,-7.91,39.67,76.37,75,1,10.98,TZ,clear sky
371,Touros,-5.2,-35.46,80.6,65,75,13.87,BR,shower rain
372,Simbahan,6.3,120.58,82.74,80,90,11.83,PH,overcast clouds
373,Ketchikan,55.34,-131.65,55.4,93,90,17.22,US,light rain
374,Dandong,40.13,124.39,70.9,80,25,3.51,CN,scattered clouds
375,Wahpeton,46.27,-96.61,73.99,69,75,6.93,US,broken clouds
376,Amurzet,47.7,131.1,55.35,88,100,10.83,RU,light rain
377,Ucluelet,48.93,-125.55,60.8,77,40,17.22,CA,scattered clouds
378,Rio Casca,-20.23,-42.65,77.97,35,1,2.86,BR,clear sky
379,Los Llanos De Aridane,28.66,-17.92,77.0,69,75,6.93,ES,broken clouds
380,Porbandar,21.64,69.61,82.4,94,90,11.41,IN,moderate rain
381,Fethiye,36.62,29.12,86.0,58,0,8.05,TR,clear sky
382,Altamont,42.21,-121.74,69.01,39,1,6.6,US,clear sky
383,Margate,51.38,1.39,82.99,47,13,1.99,GB,few clouds
384,Ugoofaaru,5.67,73.0,82.74,81,100,17.67,MV,light rain
385,Saint-Louis,16.33,-15.0,96.8,50,75,2.24,SN,broken clouds
386,Tilichiki,60.47,166.1,45.46,81,82,2.42,RU,broken clouds
387,Buraydah,26.33,43.98,95.0,17,5,12.75,SA,clear sky
388,Hambantota,6.12,81.12,80.56,77,100,18.14,LK,overcast clouds
389,Terra Santa,-2.1,-56.49,97.32,30,3,6.46,BR,clear sky
390,Icusesti,46.8,26.93,86.0,30,24,3.36,RO,few clouds
391,Caravelas,-17.71,-39.25,75.56,62,2,10.4,BR,clear sky
392,Cidreira,-30.18,-50.21,69.8,54,0,6.31,BR,clear sky
393,Lieksa,63.32,30.02,60.06,83,97,5.53,FI,overcast clouds
394,San Patricio,19.22,-104.7,89.6,66,20,5.82,MX,few clouds
395,Paragominas,-2.97,-47.48,91.63,36,0,5.99,BR,clear sky
396,Zhezkazgan,47.8,67.71,85.41,26,20,20.85,KZ,light rain
397,Perth,-31.93,115.83,50.0,71,16,4.7,AU,few clouds
398,Weligama,5.97,80.42,77.85,88,95,7.74,LK,light rain
399,Miandrivazo,-19.52,45.47,72.61,63,15,2.82,MG,few clouds
400,Aguadilla,18.43,-67.15,87.01,80,13,4.94,PR,moderate rain
401,Te Anau,-45.42,167.72,41.04,88,85,1.03,NZ,overcast clouds
402,Cravo Norte,6.3,-70.2,77.29,81,100,7.72,CO,overcast clouds
403,Tagab,34.85,69.65,87.8,31,1,5.82,AF,clear sky
404,Takoradi,4.88,-1.76,76.01,73,89,11.34,GH,overcast clouds
405,Asau,46.43,26.4,70.0,68,36,6.24,RO,scattered clouds
406,Bar Harbor,44.39,-68.2,81.0,39,1,9.17,US,clear sky
407,Tucuma,-0.18,-50.05,88.74,53,75,7.99,BR,broken clouds
408,Montrose,38.42,-108.27,87.01,12,0,10.0,US,clear sky
409,Pangkalanbuun,-2.68,111.62,74.61,97,16,1.72,ID,few clouds
410,Trairi,-3.28,-39.27,85.84,53,0,16.31,BR,clear sky
411,Portoferraio,42.81,10.31,80.6,65,5,17.22,IT,clear sky
412,Lagoa,39.05,-27.98,72.84,78,88,9.24,PT,overcast clouds
413,Kondinskoye,59.65,67.41,61.84,74,13,2.48,RU,few clouds
414,Sogne,58.08,7.82,68.0,82,56,5.82,NO,broken clouds
415,Baie-Comeau,49.22,-68.15,60.8,72,90,20.8,CA,overcast clouds
416,Nichinan,31.6,131.37,78.01,88,5,4.0,JP,clear sky
417,Tigil,57.8,158.67,42.87,79,0,3.44,RU,clear sky
418,Pangody,65.85,74.49,63.97,61,45,11.79,RU,scattered clouds
419,Krasnogorsk,55.82,37.32,73.4,56,40,8.95,RU,scattered clouds
420,Marsh Harbour,26.54,-77.06,84.78,68,2,6.76,BS,light rain
421,Buala,-8.14,159.59,80.87,82,99,13.4,SB,moderate rain
422,Deputatskiy,69.3,139.9,46.71,96,65,3.09,RU,broken clouds
423,Nabire,-3.37,135.48,74.7,92,100,3.78,ID,light rain
424,Lebowakgomo,-24.2,29.5,66.2,33,0,11.41,ZA,clear sky
425,Kholodnyy,62.72,147.95,47.19,64,2,3.51,RU,clear sky
426,Gimli,50.63,-96.99,82.0,99,0,5.99,CA,clear sky
427,Manicore,-5.81,-61.3,93.2,41,14,9.17,BR,few clouds
428,Taltal,-25.4,-70.48,62.51,62,71,3.65,CL,broken clouds
429,Mahina,-17.51,-149.49,73.4,88,40,4.7,PF,scattered clouds
430,Kununurra,-15.77,128.73,64.4,34,86,5.82,AU,overcast clouds
431,Hobyo,5.35,48.53,76.96,77,95,30.42,SO,overcast clouds
432,Paamiut,61.99,-49.67,43.52,92,100,16.8,GL,light rain
433,Yar-Sale,66.83,70.83,66.87,64,40,15.35,RU,scattered clouds
434,Labuhan,-6.88,112.21,76.71,76,90,8.75,ID,overcast clouds
435,Airai,-8.93,125.41,53.53,100,46,0.98,TL,scattered clouds
436,Soe,-9.86,124.28,58.01,100,37,3.06,ID,scattered clouds
437,Panelas,-8.66,-36.01,74.77,54,1,15.26,BR,clear sky
438,Iberia,29.95,-91.75,89.6,55,1,3.36,US,clear sky
439,Port Hedland,-20.32,118.57,55.4,47,11,5.82,AU,few clouds
440,Cayenne,4.93,-52.33,89.6,59,17,8.05,GF,light rain
441,Ndola,-12.96,28.64,64.98,35,3,5.73,ZM,clear sky
442,San Jeronimo,-11.95,-75.28,64.83,26,0,2.68,PE,clear sky
443,Anadyr,64.75,177.48,39.2,93,40,2.24,RU,scattered clouds
444,Muskegon,43.3,-86.13,77.0,41,20,8.05,US,few clouds
445,Atar,20.52,-13.05,102.38,17,25,11.32,MR,scattered clouds
446,Suez,29.97,32.53,84.04,48,0,16.08,EG,clear sky
447,Camacha,33.08,-16.33,77.0,61,20,10.29,PT,few clouds
448,Male,4.17,73.51,84.2,79,90,13.87,MV,overcast clouds
449,Kutum,14.2,24.67,69.26,82,96,13.56,SD,overcast clouds
450,Katangli,51.71,143.23,51.46,96,100,8.08,RU,overcast clouds
451,Farmington,36.73,-108.22,84.0,20,1,4.7,US,clear sky
452,Kuandian,40.73,124.78,66.52,86,70,3.94,CN,broken clouds
453,Rudbar,30.15,62.6,87.73,15,0,3.56,AF,clear sky
454,Ampanihy,-24.7,44.75,64.74,86,0,7.18,MG,clear sky
455,Tabou,4.42,-7.35,75.94,70,26,10.09,CI,scattered clouds
456,Akyab,20.15,92.9,80.4,93,100,9.08,MM,heavy intensity rain
457,Svetlyy,54.67,20.13,71.6,56,12,8.95,RU,few clouds
458,Korfovskiy,48.22,135.06,57.2,87,90,20.13,RU,overcast clouds
459,Belluno,46.15,12.22,84.0,54,20,6.93,IT,few clouds
460,Udachnyy,66.42,112.4,66.2,37,71,4.47,RU,broken clouds
461,Sarai Naurang,32.83,70.78,103.33,27,0,10.04,PK,clear sky
462,Saint-Leu,-21.15,55.28,69.8,77,75,5.82,RE,broken clouds
463,Japura,-0.32,102.35,77.11,89,87,1.39,ID,light rain
464,Dhadar,28.33,75.06,91.06,51,25,24.2,IN,scattered clouds
465,Qaqortoq,60.72,-46.03,59.0,54,75,9.17,GL,broken clouds
466,Naryan-Mar,67.67,53.09,53.78,91,44,8.75,RU,scattered clouds
467,Lima,-12.04,-77.03,62.6,77,90,5.82,PE,overcast clouds
468,Hay River,60.82,-115.8,64.4,72,40,8.05,CA,scattered clouds
469,Rocha,-34.48,-54.33,54.68,69,73,11.99,UY,broken clouds
470,Bella Vista,36.43,-94.23,84.0,65,1,9.17,US,clear sky
471,Vila Velha,-20.33,-40.29,75.99,69,40,14.99,BR,scattered clouds
472,Bathsheba,13.22,-59.52,86.0,70,40,19.46,BB,scattered clouds
473,Invermere,50.52,-116.04,69.01,49,54,1.99,CA,broken clouds
474,Salym,60.06,71.48,60.55,66,87,3.11,RU,overcast clouds
475,Bandundu,-3.32,17.37,87.8,40,99,2.37,CD,overcast clouds
476,Baisha,26.52,110.93,77.22,81,78,4.12,CN,broken clouds
477,Woodstock,43.13,-80.75,75.99,49,75,6.93,CA,broken clouds
478,Gravdal,68.12,13.5,59.0,87,75,8.05,NO,shower rain
479,Puerto Madryn,-42.77,-65.04,54.07,39,0,16.8,AR,clear sky
480,Portland,45.52,-122.68,61.0,93,90,3.36,US,light rain
481,Truro,50.27,-5.05,69.01,94,98,13.87,GB,overcast clouds
482,Shingu,33.73,135.98,74.95,91,16,5.61,JP,few clouds
483,Codrington,-38.27,141.97,43.11,88,100,8.59,AU,overcast clouds
484,Kanigoro,-8.13,112.22,67.48,91,23,1.03,ID,few clouds
485,Laguna,38.42,-121.42,68.0,74,32,1.99,US,scattered clouds
486,Port Shepstone,-30.74,30.45,58.19,70,58,20.89,ZA,broken clouds
487,Labuan,5.28,115.24,80.6,88,20,3.36,MY,few clouds
488,Barroquinha,-3.02,-41.14,95.14,29,6,7.56,BR,clear sky
489,Nadym,65.53,72.52,65.32,64,18,13.06,RU,few clouds
490,Ornskoldsvik,63.29,18.72,66.2,68,6,9.17,SE,clear sky
491,Tarboro,35.9,-77.54,87.8,66,90,6.76,US,overcast clouds
492,Eldoret,0.52,35.27,62.6,88,75,2.24,KE,broken clouds
493,Krasnoselkup,65.7,82.47,55.58,75,38,2.06,RU,scattered clouds
494,Mogocha,53.73,119.77,54.99,92,96,2.42,RU,overcast clouds
495,Pushkinskiye Gory,57.02,28.91,60.89,75,24,2.19,RU,few clouds
496,Fortuna,40.6,-124.16,64.0,90,83,1.01,US,broken clouds
497,Diamantino,-14.41,-56.45,93.87,18,0,7.76,BR,clear sky
498,Umm Lajj,25.02,37.27,85.98,62,0,4.03,SA,clear sky
499,Teguldet,57.31,88.17,57.16,92,44,3.49,RU,scattered clouds
500,Estelle,29.85,-90.11,91.99,62,75,5.82,US,broken clouds
501,Waw,7.7,28.0,72.28,90,43,0.27,SS,scattered clouds
502,Vila Do Maio,15.13,-23.22,84.2,74,75,12.75,CV,broken clouds
503,Rosamorada,22.12,-105.21,93.42,55,38,3.96,MX,scattered clouds
504,Puerto Colombia,10.99,-74.95,87.8,70,75,3.36,CO,broken clouds
505,Ibra,22.69,58.53,94.69,29,88,4.34,OM,overcast clouds
506,Fonte Boa,-2.5,-66.27,90.54,54,72,1.61,BR,light rain
507,Changli,39.7,119.15,72.91,93,81,1.43,CN,broken clouds
508,Dryden,49.78,-92.75,77.0,53,75,10.29,CA,broken clouds
509,Kalmunai,7.42,81.82,83.1,64,95,6.71,LK,overcast clouds
510,Kotido,2.98,34.13,69.15,82,55,3.94,UG,moderate rain
511,Baijiantan,45.63,85.18,88.68,19,13,18.12,CN,few clouds
512,Karratha,-20.74,116.85,64.9,38,0,9.75,AU,clear sky
513,Cabinda,-5.55,12.2,74.7,78,49,7.52,AO,scattered clouds
514,Sinop,41.77,34.87,63.39,86,0,2.21,TR,clear sky
515,Halifax,44.65,-63.57,81.0,69,20,11.41,CA,few clouds
516,Agadez,19.75,10.25,106.18,11,1,8.55,NE,clear sky
517,Ravar,31.27,56.81,83.77,17,0,3.04,IR,clear sky
518,Narsaq,60.92,-46.05,59.0,54,75,9.17,GL,broken clouds
519,Taksimo,56.34,114.88,54.91,88,88,1.83,RU,overcast clouds
520,Sao Jose Da Coroa Grande,-8.9,-35.15,77.04,72,15,15.23,BR,light rain
521,Neiafu,-18.65,-173.98,73.4,88,75,9.73,TO,broken clouds
522,Hakkari,37.58,44.17,65.19,43,67,5.68,TR,broken clouds
523,Topolevo,48.5,135.2,57.2,87,90,20.13,RU,overcast clouds
524,Okhotsk,59.38,143.3,52.66,80,0,2.53,RU,clear sky
525,Calvinia,-31.47,19.78,43.57,60,0,4.43,ZA,clear sky
526,Tual,-5.67,132.75,77.99,86,99,13.15,ID,light rain
527,Henties Bay,-22.12,14.28,57.0,79,0,4.0,NA,clear sky
528,Ahuimanu,21.44,-157.84,78.8,83,90,6.93,US,light rain
529,Ystad,55.43,13.82,75.2,41,4,11.41,SE,clear sky
530,Shubarkuduk,49.14,56.49,71.17,70,94,6.85,KZ,overcast clouds
531,Craig,40.52,-107.55,82.4,21,1,19.39,US,clear sky
532,Vitim,59.45,112.56,59.79,86,73,4.5,RU,broken clouds
533,Ukiah,39.15,-123.21,71.6,53,1,4.7,US,clear sky
534,Tarakan,3.3,117.63,80.82,81,100,10.51,ID,overcast clouds
535,Mukhen,48.1,136.1,55.99,96,100,4.32,RU,light rain
536,Parintins,-2.63,-56.74,98.26,28,10,5.44,BR,clear sky
537,North Bend,43.41,-124.22,63.0,100,90,6.93,US,overcast clouds
538,Gushikawa,26.35,127.87,82.4,88,1,3.36,JP,clear sky
539,Urumqi,43.8,87.6,82.4,34,31,2.24,CN,scattered clouds
540,Sibiti,-3.68,13.35,71.38,75,94,3.51,CG,overcast clouds
541,Mangrol,21.12,70.12,80.92,88,100,21.3,IN,light rain
542,Miraflores,19.22,-98.81,71.6,55,40,5.82,MX,scattered clouds
543,Acapulco,16.86,-99.89,86.0,79,75,5.44,MX,broken clouds
544,Shahrud,36.42,54.98,66.4,56,0,19.13,IR,clear sky
545,Buchanan,5.88,-10.05,80.6,74,75,14.99,LR,broken clouds
546,Mananjary,-21.22,48.33,67.93,82,11,10.65,MG,few clouds
547,Idah,7.11,6.73,73.49,87,100,4.14,NG,overcast clouds
548,Sao Francisco,-15.95,-44.86,83.25,25,0,9.19,BR,clear sky
549,Mayumba,-3.43,10.66,74.26,81,95,5.84,GA,overcast clouds
550,Cheb,50.08,12.37,78.01,45,4,1.01,CZ,clear sky
551,Erzin,36.96,36.2,82.99,83,9,1.99,TR,clear sky
552,Teya,60.38,92.63,60.78,81,91,2.84,RU,overcast clouds
553,Yulara,-25.24,130.99,48.2,87,75,11.41,AU,broken clouds
554,Atmakur,15.88,78.58,76.73,84,57,10.85,IN,broken clouds
555,Sarakhs,36.54,61.16,82.4,32,20,11.25,IR,few clouds
556,Pital,2.27,-75.8,74.8,54,97,2.71,CO,overcast clouds
557,Olafsvik,64.89,-23.71,51.89,80,47,12.46,IS,light rain
558,Presidencia Roque Saenz Pena,-26.79,-60.44,90.73,21,0,8.52,AR,clear sky
559,Los Arabos,22.73,-80.72,91.04,57,9,6.08,CU,clear sky
560,Ures,29.43,-110.4,98.01,52,0,3.0,MX,clear sky
561,Harper,4.38,-7.72,76.23,68,39,9.48,LR,scattered clouds
562,Kyaukse,21.6,96.13,80.33,82,99,7.56,MM,light rain
563,Nelson Bay,-32.72,152.15,46.0,87,75,3.96,AU,broken clouds
564,Gizo,-8.1,156.84,81.9,76,79,6.98,SB,light rain
565,Toktogul,41.87,72.94,74.3,37,0,3.78,KG,clear sky
566,Sulzbach-Rosenberg,49.5,11.75,82.4,34,1,5.44,DE,clear sky
567,Ponta Delgada,37.73,-25.67,73.4,69,20,13.87,PT,few clouds
568,Socorro,31.65,-106.3,88.0,35,75,11.41,US,broken clouds
569,Kyzyl-Suu,42.34,78.0,62.96,54,0,2.21,KG,clear sky
570,Touba,8.28,-7.68,68.77,84,100,6.64,CI,overcast clouds
571,Hualmay,-11.1,-77.61,66.33,63,27,8.88,PE,scattered clouds
572,Vinukonda,16.05,79.75,82.74,72,99,9.91,IN,overcast clouds
573,Abu Zabad,12.35,29.25,79.47,64,89,7.61,SD,overcast clouds
574,Gillette,44.29,-105.5,78.8,44,1,18.34,US,clear sky
575,Muros,42.78,-9.06,75.0,71,19,8.01,ES,few clouds
576,Ust-Koksa,50.27,85.61,50.4,72,5,1.83,RU,clear sky
577,Nha Trang,12.25,109.18,82.4,88,40,4.45,VN,scattered clouds
578,Leh,34.17,77.58,67.32,34,49,5.01,IN,scattered clouds
579,Talnakh,69.49,88.4,57.2,71,52,8.95,RU,broken clouds
580,Sangar,63.92,127.47,56.82,57,0,3.6,RU,clear sky
581,Mirnyy,62.54,113.96,60.8,59,0,6.71,RU,clear sky
582,Kropotkin,45.44,40.58,78.17,48,55,5.35,RU,broken clouds
583,Abu Dhabi,24.47,54.37,96.8,63,27,8.05,AE,scattered clouds
584,Floro,61.6,5.03,62.6,93,75,4.7,NO,broken clouds
585,Schoneiche,52.47,13.68,84.99,30,2,9.17,DE,clear sky
586,Nanchong,30.8,106.08,84.02,77,100,2.42,CN,overcast clouds
587,Merauke,-8.47,140.33,75.42,92,99,12.53,ID,moderate rain
588,Samut Prakan,13.6,100.6,82.99,83,40,6.93,TH,scattered clouds
589,Zasechnoye,53.11,45.08,81.0,42,78,6.46,RU,broken clouds
590,Yelatma,54.97,41.75,65.16,72,42,1.5,RU,scattered clouds
591,Ourem,39.64,-8.59,81.0,73,20,11.41,PT,few clouds
592,Yenagoa,4.92,6.26,75.56,75,99,5.59,NG,overcast clouds
593,Ust-Maya,60.42,134.53,53.2,68,0,1.7,RU,clear sky
594,Tecoanapa,16.52,-98.75,89.6,60,28,8.57,MX,scattered clouds
595,Muravlenko,63.79,74.52,62.49,55,89,7.2,RU,overcast clouds
596,Salalah,17.02,54.09,80.6,83,20,2.24,OM,few clouds
597,Salinopolis,-0.61,-47.36,83.01,71,20,12.68,BR,few clouds
598,Batsfjord,70.63,29.72,51.8,87,20,4.7,NO,few clouds
599,Bac Lieu,9.29,105.72,77.72,90,100,10.25,VN,overcast clouds
600,Katobu,-4.94,122.53,71.28,89,54,3.83,ID,broken clouds
601,Ust-Ishim,57.69,71.17,64.44,77,28,4.92,RU,scattered clouds
602,Hohhot,40.81,111.65,71.6,73,40,2.24,CN,scattered clouds
603,Constantine,36.37,6.61,82.4,39,0,12.75,DZ,clear sky
604,Turtas,58.94,69.13,61.47,76,1,2.15,RU,clear sky
605,Duiwelskloof,-23.69,30.14,64.0,54,0,5.99,ZA,clear sky
606,Sarangani,5.4,125.46,82.44,79,99,8.61,PH,moderate rain
607,Teguise,29.06,-13.56,78.8,65,20,17.22,ES,few clouds
608,Khani,41.96,42.96,73.4,88,40,6.93,GE,scattered clouds
609,Dali,25.7,100.18,65.91,82,70,1.74,CN,broken clouds
610,Bandar-E Anzali,37.47,49.46,73.4,83,75,3.53,IR,broken clouds
611,Nouadhibou,20.93,-17.03,75.2,73,0,16.11,MR,clear sky
612,Cockburn Town,21.46,-71.14,86.0,66,40,11.41,TC,scattered clouds
613,Monrovia,6.3,-10.8,80.6,74,75,14.99,LR,broken clouds
614,Prainha,-1.8,-53.48,93.06,40,4,5.26,BR,clear sky
615,Gazli,40.13,63.45,82.08,21,31,16.75,UZ,scattered clouds
616,Todos Santos,23.45,-110.22,73.99,80,0,5.99,MX,clear sky
617,Kruisfontein,-34.0,24.73,54.0,70,17,9.71,ZA,light rain
618,Gushi,34.64,109.58,76.59,95,100,6.11,CN,heavy intensity rain
619,Tanete,-3.94,119.78,72.79,88,2,8.1,ID,clear sky
620,Isangel,-19.55,169.27,68.04,72,15,9.93,VU,few clouds
621,Filingue,14.35,3.32,95.31,41,61,7.49,NE,broken clouds
622,Zabaykalsk,49.63,117.32,59.67,91,67,4.79,RU,broken clouds
623,Ayagoz,47.97,80.44,66.9,44,0,14.25,KZ,clear sky
624,Miles City,46.41,-105.84,84.2,37,1,18.34,US,clear sky
625,Mrakovo,52.72,56.62,68.23,67,6,8.95,RU,clear sky
626,Leningradskiy,69.38,178.42,40.51,71,100,6.89,RU,overcast clouds
627,Vostok,46.49,135.88,53.49,98,100,4.38,RU,overcast clouds
628,Lazarev,52.23,141.51,53.96,89,100,6.44,RU,overcast clouds
629,Nago,26.59,127.98,82.4,88,1,3.36,JP,clear sky
630,Brawley,32.98,-115.53,93.2,14,1,13.87,US,clear sky
631,Codajas,-3.84,-62.06,89.6,48,50,2.91,BR,scattered clouds
632,Mounana,-1.41,13.16,78.8,74,75,2.24,GA,broken clouds
633,Pedernales,18.04,-71.74,89.6,62,20,14.99,DO,few clouds
634,Peno,56.93,32.74,61.09,79,36,3.83,RU,scattered clouds
635,Natal,-5.79,-35.21,80.6,65,75,21.92,BR,broken clouds
636,Misratah,32.38,15.09,79.59,68,0,19.1,LY,clear sky
637,Tokur,53.13,132.9,40.39,94,0,3.8,RU,clear sky
638,Egvekinot,66.32,-179.17,40.44,72,59,4.32,RU,broken clouds
639,Osoyoos,49.03,-119.45,77.0,38,20,8.05,CA,few clouds
640,Micheweni,-4.97,39.83,74.7,79,0,10.54,TZ,clear sky
641,Kitakata,37.65,139.87,75.0,83,85,2.46,JP,overcast clouds
642,Altamira,-3.2,-52.21,91.4,43,75,8.05,BR,broken clouds
643,Amahai,-3.33,128.92,75.72,87,80,2.06,ID,broken clouds
644,La Ronge,55.1,-105.28,78.8,54,5,8.05,CA,clear sky
645,Trelew,-43.25,-65.31,54.01,38,0,21.16,AR,clear sky
646,Alenquer,-1.94,-54.74,89.6,62,20,13.87,BR,few clouds
647,Dongsheng,39.82,109.98,68.94,81,0,5.28,CN,clear sky
648,Olga,43.74,135.29,62.58,93,100,11.79,RU,heavy intensity rain
649,Elliot Lake,46.38,-82.63,73.4,60,1,6.93,CA,clear sky
650,Valleyview,55.07,-117.29,71.98,62,6,6.31,CA,clear sky
651,Fort Saint James,54.43,-124.25,60.26,64,100,5.44,CA,overcast clouds
652,Sayat,38.78,63.88,82.4,32,0,6.93,TM,clear sky
653,Juneau,58.3,-134.42,54.0,87,75,3.31,US,broken clouds
654,Colorines,19.2,-100.17,75.99,55,40,5.82,MX,scattered clouds
655,Fort Morgan,40.25,-103.8,77.0,50,1,4.05,US,clear sky
656,Knysna,-34.04,23.05,48.2,87,20,6.93,ZA,few clouds
657,Falam,22.92,93.68,63.23,100,100,2.84,MM,light rain
658,Bayji,34.93,43.49,94.17,16,0,4.7,IQ,clear sky
659,Liverpool,53.41,-2.98,75.0,68,40,5.82,GB,scattered clouds
660,Khuzhir,53.19,107.34,55.35,96,93,6.78,RU,overcast clouds
661,Socuellamos,39.29,-2.79,93.99,28,0,8.99,ES,clear sky
662,Santa Maria,-29.68,-53.81,82.4,42,0,6.93,BR,clear sky
663,Meulaboh,4.14,96.13,78.24,87,83,3.62,ID,broken clouds
664,Lujan,-34.57,-59.1,62.01,38,100,8.01,AR,overcast clouds
665,Parrita,9.52,-84.32,77.0,65,75,8.05,CR,broken clouds
666,Ko Samui,9.54,99.94,84.15,73,100,4.97,TH,overcast clouds
667,Guozhen,34.37,107.36,77.38,86,100,2.39,CN,moderate rain
668,Taseyevo,57.22,94.9,59.16,97,100,6.58,RU,moderate rain
669,Birjand,32.87,59.22,84.2,22,19,11.41,IR,few clouds
670,Chifeng,42.27,118.96,69.35,61,41,4.29,CN,scattered clouds
671,Cookeville,36.16,-85.5,82.99,65,40,4.7,US,scattered clouds
672,Kashi,39.45,75.98,82.4,26,28,6.71,CN,scattered clouds
673,Sale,34.04,-6.82,78.8,74,40,14.99,MA,scattered clouds
674,Biltine,14.53,20.92,79.03,76,89,8.88,TD,moderate rain
675,Port Blair,11.67,92.75,81.86,84,100,12.1,IN,moderate rain
676,Antigua Ocotepeque,14.4,-89.2,77.43,77,99,1.59,HN,light rain
677,Mitsamiouli,-11.38,43.28,77.0,69,20,5.82,KM,few clouds
678,Bonthe,7.53,-12.51,78.17,68,59,9.35,SL,broken clouds
679,Kralendijk,12.15,-68.27,89.6,62,62,17.22,BQ,broken clouds
680,Plastun,44.76,136.29,60.48,93,100,13.85,RU,heavy intensity rain
681,Manta,-0.95,-80.73,75.2,83,75,8.05,EC,broken clouds
